66,2022-07-10 01:04:42,"Selamat memperingati hari raya Idul Adha 1443 Hijriah

Semoga kekuatan iman dan keberkahan senantiasa dilimpahkan dalam kehidupan kita semua ❤

#SelaluJadiAndalan #PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135 https://t.co/fpHF3vOKTa",Pertamax Series ID,0,0
67,2022-07-10 00:21:42,"Selamat Hari Raya Idul Adha, Semoga Allah melimpahkan rahmat kepada kita dan menerima doa-doa kita.

#MyPertamina #Call135 #IdulAdha https://t.co/nyS4Xfb3op",MyPertamina,3,0
68,2022-07-09 13:05:21,"Pendaftaran kendaraan untuk BBM bersubsidi bisa diakses melalui aplikasi MyPertamina dan dengan 2 cara lainnya. Baca selengkapnya disini.

#portalyogya #MyPertamina 

https://t.co/JSnNDxondA",portalyogya.com,0,0
69,2022-07-09 10:40:02,"@OposisiCerdas Tradisi negara penginduk kapitalisme adl subsidi dianggap beban. Aplikasi  #MyPertamina dibuat untuk membatasi peredaran #pertalite yang tersedia di SPBU #Pertamina.
Negara yang thayyib selengkapnya lihat di Serba-serbi #mmc : https://t.co/5cyIb9OADy https://t.co/w09hWH5WDD",Kapitalisme yang esistm,0,0
70,2022-07-09 08:00:43,"Jadi, gak perlu repot bikin akun terus untuk setiap mobilnya.

Kalau mau lebih jelas lagi, silakan hubungi Pertamina Call Centre 135.

#MyPertamina #Call135 #SubsidiTepatSasaran",MyPertamina,1,0
71,2022-07-09 08:00:42,"Iya sob! Teruntuk kamu yang punya usaha rental atau memiliki beberapa kendaraan, cukup daftar 1 akun aja. Karena, setiap kendaraan yang kamu daftarkan dalam 1 akun, masing-masing akan mendapatkan 1 QR Code yang berbeda.

#MyPertamina #Call135 #SubsidiTepatSasaran https://t.co/wNVy0ty9uh",MyPertamina,1,0
72,2022-07-09 08:00:37,"Daftar Solar subsidi atau Pertalite roda 4 cukup 1 akun aja? Masa sih, min?

#MyPertamina #Call135 #SubsidiTepatSasaran",MyPertamina,2,1
73,2022-07-09 08:00:00,"Anggota DPR RI, Mulyanto mengatakan penggunaan MyPertamina ribet dan bikin heboh di masyarakat

#merahputihcom #dpr #pertamina #bensin #mypertamina 

https://t.co/02qbRlh2G4",newsmerahputih,0,0
74,2022-07-09 07:34:56,"Buka aplikasi MyPertamina sekarang dan ayo mulai vote jagoan masak biar menang banyak! 

#BrightGasCompetition #BrightGas #Call135 #MyPertamina",brightgas,0,0
75,2022-07-09 07:17:52,Hati - hati #MyPertamina https://t.co/c7aPAbU5Nu,Ajuansyah Surbakti,2,1
76,2022-07-09 05:06:49,"Pokoknya, kesempatan masih terbuka lebar! Dan yang terpenting kamu harus perbanyak transaksi pembelian Pertamax Series menggunakan aplikasi Mypertamina ya!
Pasti mau Vespa LX 125 i-get kan? Let’s go and good luck!

#PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135",Pertamax Series ID,0,0
77,2022-07-09 05:06:49,"Ayok siapa lagi yang mau mengukir pengalaman dan skill di CV buat menangin hadiah dari #MyPertaminaTebarHadiah kayak Pak Ntang Mienyerach nih?!

#PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135",Pertamax Series ID,0,0
78,2022-07-09 05:06:48,"Muantab sekali dua kali tiga kali, Pak! 

Nih salah satu contoh CV dari Pak Ntang yang skillnya ngebawa dia jadi pemenang MyPertamina Tebar Hadiah🤩

#PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135 https://t.co/N3GyBFBPxo",Pertamax Series ID,0,0
79,2022-07-09 04:23:04,"Sudah keluar, daftar mobil yang gak boleh pakai Pertalite. Cekidot. #mypertamina #pertalite #pertamina https://t.co/IlFMO2g8Q6",Rhendy,0,0
80,2022-07-09 03:13:43,"@pertamina saat terakhir daftar #mypertamina  ada tulisan gagal (sepertinya ada yg salah), tapi tidak diberi tahu salah dimana.
Kenapa klo software pemerintah ribet banget dibanding misalnya bank swasta. 🤭🤭",Heru BRILIYANTO,0,0
